thread,a,tentativa,medicao,binario,fase,r,x,f1,f2,tempo,tempo_hadamard,tempo_modexp,tempo_qft,success
4,347,3,876,01101100,0.855469,256,-531,1,1,0.0849186,0.0018631,0.0020789,0.002396,0
3,324,4,284,00011100,0.277344,256,-531,1,1,0.081447,0.0023191,0.0033891,0.0035676,0
1,459,4,918,10010110,0.896484,512,-531,1,1,0.107241,0.0029895,0.0030145,0.0036796,0
5,72,5,499,11110011,0.487305,197,-531,1,1,0.0925037,0.0033361,0.0035833,0.0033592,0
9,229,5,590,01001110,0.576172,512,-531,1,1,0.0682552,0.002503,0.0024391,0.002263,0
6,433,5,902,10000110,0.880859,512,-531,1,1,0.0808034,0.0022577,0.0019009,0.0017067,0
7,42,5,435,10110011,0.424805,379,-531,1,1,0.106417,0.0026283,0.0025929,0.0026316,0
0,262,5,156,10011100,0.152344,256,-531,1,1,0.110453,0.0021482,0.0021455,0.0021523,0
8,426,6,427,10101011,0.416992,259,-531,1,1,0.0799254,0.0024385,0.0025137,0.0024767,0
5,72,6,224,11100000,0.21875,32,-531,1,1,0.0705739,0.0016875,0.0016831,0.0016999,0
2,173,5,574,00111110,0.560547,512,-531,1,1,0.0918467,0.0021857,0.0026679,0.0025924,0
9,229,6,241,11110001,0.235352,531,-531,1,1,0.0697606,0.0029343,0.0023138,0.002137,0
10,60,5,630,01110110,0.615234,512,-531,1,1,0.0903241,0.0024521,0.0023947,0.0032431,0
3,324,5,138,10001010,0.134766,512,-531,1,1,0.0903611,0.0027159,0.0030942,0.0024537,0
4,347,4,155,10011011,0.151367,403,-531,1,1,0.098593,0.0036727,0.0034437,0.0032749,0
1,459,5,945,10110001,0.922852,337,-531,1,1,0.106035,0.0018432,0.0018774,0.0021657,0
7,42,6,164,10100100,0.160156,256,-531,1,1,0.0821698,0.0023996,0.002523,0.0024223,0
6,433,6,740,11100100,0.722656,256,-531,1,1,0.101507,0.0026244,0.0019654,0.0020772,0
8,426,7,348,01011100,0.339844,256,-531,1,1,0.0878875,0.0023388,0.0017755,0.0016634,0
0,262,6,467,11010011,0.456055,421,-531,1,1,0.0940284,0.0022696,0.001696,0.001907,0
5,72,7,867,01100011,0.84668,437,-531,1,1,0.083667,0.0021406,0.0022498,0.0021132,0
2,173,6,557,00101101,0.543945,421,-531,1,1,0.0908534,0.0022758,0.0021151,0.0020357,0
10,60,6,261,00000101,0.254883,514,-531,1,1,0.0925892,0.0025345,0.0025831,0.002642,0
9,229,7,252,11111100,0.246094,256,-531,1,1,0.0940445,0.0025412,0.0025571,0.0027474,0
4,347,5,799,00011111,0.780273,223,-531,1,1,0.0886061,0.002619,0.0025112,0.0030401,0
3,324,6,687,10101111,0.670898,79,-531,1,1,0.101312,0.0028881,0.0027822,0.0025423,0
7,42,7,797,00011101,0.77832,203,-531,1,1,0.0889884,0.0019678,0.0020571,0.0026853,0
1,459,6,31,00011111,0.0302734,529,-531,1,1,0.0924435,0.0019566,0.0021709,0.0020113,0
8,426,8,194,11000010,0.189453,512,-531,1,1,0.0901808,0.0021426,0.0022132,0.002221,0
6,433,7,807,00100111,0.788086,151,-531,1,1,0.10807,0.0018679,0.0017818,0.0023245,0
0,262,7,35,00100011,0.0341797,117,-531,1,1,0.0916799,0.0024187,0.0024661,0.0026587,0
5,72,8,728,11011000,0.710938,128,-531,1,1,0.0865237,0.0021382,0.0018163,0.0017258,0
4,347,6,169,10101001,0.165039,103,-531,1,1,0.0799442,0.0017022,0.0017053,0.0016497,0
2,173,7,894,01111110,0.873047,512,-531,1,1,0.0941737,0.0024151,0.0025455,0.0026233,0
10,60,7,818,00110010,0.798828,512,-531,1,1,0.093208,0.0020894,0.0020752,0.0024626,0
9,229,8,298,00101010,0.291016,512,-531,1,1,0.097572,0.0027703,0.0033173,0.0026499,0
1,459,7,314,00111010,0.306641,512,-531,1,1,0.077028,0.0027892,0.0023229,0.0026104,0
7,42,8,330,01001010,0.322266,512,-531,1,1,0.0876899,0.0033931,0.0032305,0.0026448,0
3,324,7,787,00010011,0.768555,229,-531,1,1,0.0975806,0.0025649,0.0027186,0.0024937,0
8,426,9,530,00010010,0.517578,512,-531,1,1,0.0710412,0.002543,0.0021879,0.0022359,0
6,433,8,874,01101010,0.853516,512,-531,1,1,0.0836092,0.0019281,0.0015972,0.0020511,0
0,262,8,507,11111011,0.495117,307,-531,1,1,0.100384,0.0024306,0.0023823,0.0024313,0
4,347,7,908,10001100,0.886719,256,-531,1,1,0.070823,0.0017264,0.0017581,0.0017867,0
5,72,9,723,11010011,0.706055,347,-531,1,1,0.102604,0.0026576,0.0024642,0.002219,0
9,229,9,786,00010010,0.767578,512,-531,1,1,0.0817737,0.0018408,0.0018974,0.0018918,0
3,324,8,390,10000110,0.380859,512,-531,1,1,0.0675799,0.0025201,0.0023568,0.0024211,0
2,173,8,276,00010100,0.269531,256,-531,1,1,0.0927955,0.0037485,0.0034046,0.0025536,0
10,60,8,240,11110000,0.234375,64,-531,1,1,0.0996003,0.0028295,0.0031155,0.0023845,0
1,459,8,630,01110110,0.615234,512,-531,1,1,0.0977087,0.0029191,0.002851,0.0028654,0
7,42,9,294,00100110,0.287109,512,-531,1,1,0.0907741,0.0030136,0.0028401,0.0025974,0
8,426,10,28,00011100,0.0273438,256,-531,1,1,0.0787832,0.0029098,0.0027842,0.0031594,0
0,262,9,852,01010100,0.832031,256,-531,1,1,0.0840038,0.0019711,0.0018375,0.0017536,0
4,347,8,597,01010101,0.583008,259,-531,1,1,0.0827751,0.0019403,0.0018536,0.0018179,0
6,433,9,367,01101111,0.358398,399,-531,1,1,0.102811,0.0025759,0.002135,0.0022464,0
9,229,10,544,00100000,0.53125,32,-531,1,1,0.0777977,0.0022413,0.0021661,0.0018337,0
3,324,9,56,00111000,0.0546875,128,-531,1,1,0.0867354,0.0021458,0.0021707,0.0025578,0
5,72,10,225,11100001,0.219727,223,-531,1,1,0.0987249,0.0024816,0.0025304,0.0024885,0
1,459,9,1004,11101100,0.980469,256,-531,1,1,0.0770945,0.0020611,0.0022438,0.0024244,0
2,173,9,718,11001110,0.701172,512,-531,1,1,0.0950659,0.0031263,0.0032086,0.0028132,0
7,42,10,512,00000000,0.5,2,42,41,1,0.0843997,0.0024895,0.0030939,0.0024697,0
10,60,9,931,10100011,0.90918,529,-531,1,1,0.100724,0.0025522,0.0026477,0.0024158,0
8,426,11,305,00110001,0.297852,47,-531,1,1,0.0949826,0.0021351,0.0017854,0.0018433,0
4,347,9,245,11110101,0.239258,163,-531,1,1,0.0808463,0.0017117,0.0016303,0.0016853,0
6,433,10,549,00100101,0.536133,429,-531,1,1,0.0798169,0.0023935,0.0023591,0.0024326,0
9,229,11,808,00101000,0.789062,128,-531,1,1,0.0783042,0.0018356,0.0021159,0.0021571,0
0,262,10,822,00110110,0.802734,512,-531,1,1,0.100781,0.0023586,0.0024129,0.002446,0
1,459,10,865,01100001,0.844727,161,-531,1,1,0.075708,0.0028596,0.0023391,0.0024778,0
2,173,10,831,00111111,0.811523,191,-531,1,1,0.0780225,0.0022969,0.0020042,0.0019244,0
3,324,10,136,10001000,0.132812,128,-531,1,1,0.092178,0.0021052,0.0019983,0.0023813,0
7,42,11,86,01010110,0.0839844,512,-531,1,1,0.0856886,0.0019394,0.0023931,0.0021963,0
10,60,10,336,01010000,0.328125,64,-531,1,1,0.0860612,0.0024948,0.0026153,0.002456,0
5,72,11,225,11100001,0.219727,223,-531,1,1,0.114614,0.0026309,0.0024639,0.0028352,0
8,426,12,423,10100111,0.413086,489,-531,1,1,0.0880062,0.001683,0.0018976,0.0018152,0
4,347,10,6,00000110,0.00585938,512,-531,1,1,0.0754212,0.0027824,0.0019405,0.0020538,0
6,433,11,72,01001000,0.0703125,128,-531,1,1,0.0845791,0.0016551,0.0019017,0.0016114,0
9,229,12,804,00100100,0.785156,256,-531,1,1,0.0830043,0.002266,0.0021502,0.0021766,0
0,262,11,894,01111110,0.873047,512,-531,1,1,0.0867943,0.0018813,0.0019409,0.0016596,0
2,173,11,624,01110000,0.609375,64,-531,1,1,0.0878339,0.0017339,0.0016254,0.0019187,0
3,324,11,385,10000001,0.375977,383,-531,1,1,0.0880227,0.0018297,0.0019906,0.0020705,0
7,42,12,461,11001101,0.450195,522,-531,1,1,0.082823,0.0020905,0.0025318,0.0019985,0
1,459,11,472,11011000,0.460938,128,-531,1,1,0.101215,0.0026895,0.0028705,0.0026589,0
10,60,11,551,00100111,0.538086,407,-531,1,1,0.0833496,0.0041327,0.0031361,0.0022567,0
8,426,13,408,10011000,0.398438,128,-531,1,1,0.0956604,0.0016401,0.0017829,0.0023584,0
4,347,11,1004,11101100,0.980469,256,-531,1,1,0.0883571,0.0016704,0.0017261,0.0022628,0
6,433,12,543,00011111,0.530273,479,-531,1,1,0.0827771,0.0018985,0.0022734,0.0018942,0
5,72,12,974,11001110,0.951172,512,-531,1,1,0.113652,0.0027521,0.0025266,0.0023906,0
0,262,12,289,00100001,0.282227,287,-531,1,1,0.0870556,0.0017295,0.0016516,0.0016309,0
9,229,13,390,10000110,0.380859,512,-531,1,1,0.0980201,0.0022399,0.0020527,0.0017709,0
7,42,13,580,01000100,0.566406,256,-531,1,1,0.0776165,0.0017557,0.0019297,0.0024982,0
1,459,12,402,10010010,0.392578,512,-531,1,1,0.0811507,0.0016761,0.0018748,0.0019218,0
3,324,12,229,11100101,0.223633,237,-531,1,1,0.0853052,0.0025361,0.002584,0.0025963,0
2,173,12,418,10100010,0.408203,512,-531,1,1,0.0995993,0.0027435,0.0028479,0.0024658,0
10,60,12,630,01110110,0.615234,512,-531,1,1,0.0849475,0.0027478,0.0025085,0.0025686,0
8,426,14,441,10111001,0.430664,137,-531,1,1,0.0833119,0.0022827,0.0021607,0.0021061,0
6,433,13,674,10100010,0.658203,512,-531,1,1,0.0875045,0.0025958,0.0024897,0.0023969,0
4,347,12,558,00101110,0.544922,512,-531,1,1,0.0973503,0.0024391,0.0018998,0.0019995,0
9,229,14,110,01101110,0.107422,512,-531,1,1,0.0734919,0.0025489,0.002136,0.0023213,0
5,72,13,867,01100011,0.84668,437,-531,1,1,0.110456,0.0023931,0.0023659,0.0024673,0
3,324,13,239,11101111,0.233398,527,-531,1,1,0.0772355,0.0019576,0.0017147,0.0019954,0
1,459,13,235,11101011,0.229492,61,-531,1,1,0.0787787,0.0017533,0.0018865,0.0020578,0
0,262,13,219,11011011,0.213867,173,-531,1,1,0.108539,0.0032747,0.0026714,0.002503,0
10,60,13,408,10011000,0.398438,128,-531,1,1,0.086052,0.0023708,0.0025622,0.0025112,0
7,42,14,671,10011111,0.655273,351,-531,1,1,0.109395,0.0026248,0.0019959,0.0019753,0
8,426,15,529,00010001,0.516602,271,-531,1,1,0.0748748,0.0022091,0.0020879,0.0019947,0
2,173,13,99,01100011,0.0966797,331,-531,1,1,0.0951257,0.0027406,0.0026261,0.0028441,0
6,433,14,72,01001000,0.0703125,128,-531,1,1,0.083,0.0017654,0.0018459,0.0016687,0
4,347,13,679,10100111,0.663086,279,-531,1,1,0.0779623,0.0017646,0.0017332,0.0016414,0
9,229,15,957,10111101,0.93457,107,-531,1,1,0.082923,0.0026664,0.0024094,0.0022543,0
3,324,14,287,00011111,0.280273,289,-531,1,1,0.0819216,0.0019048,0.0018412,0.0016484,0
1,459,14,175,10101111,0.170898,433,-531,1,1,0.0836306,0.0020681,0.0017246,0.0022728,0
0,262,14,449,11000001,0.438477,447,-531,1,1,0.081382,0.0019219,0.0021983,0.0017103,0
10,60,14,809,00101001,0.790039,281,-531,1,1,0.0824956,0.0017115,0.0020897,0.0022046,0
5,72,14,425,10101001,0.415039,359,-531,1,1,0.110504,0.0025808,0.0025465,0.0024789,0
8,310,1,574,00111110,0.560547,512,-531,1,1,0.0847689,0.0024643,0.0028362,0.0029137,0
4,347,14,430,10101110,0.419922,512,-531,1,1,0.0766983,0.0024148,0.0022973,0.0022988,0
2,173,14,663,10010111,0.647461,295,-531,1,1,0.0957617,0.0023841,0.002035,0.00184,0
7,42,15,545,00100001,0.532227,481,-531,1,1,0.103729,0.00258,0.0023927,0.0019336,0
6,433,15,825,00111001,0.805664,530,-531,1,1,0.0962525,0.0021875,0.0024374,0.002331,0
9,278,1,542,00011110,0.529297,512,-531,1,1,0.0952039,0.00234,0.0022084,0.0022085,0
1,459,15,866,01100010,0.845703,512,-531,1,1,0.087194,0.0017714,0.0018492,0.0020922,0
0,262,15,394,10001010,0.384766,512,-531,1,1,0.0861807,0.0024998,0.0025387,0.0024556,0
3,324,15,790,00010110,0.771484,512,-531,1,1,0.106364,0.0030903,0.0026512,0.0027397,0
8,310,2,374,01110110,0.365234,512,-531,1,1,0.0779497,0.0027135,0.0027784,0.0028303,0
10,60,15,868,01100100,0.847656,256,-531,1,1,0.0877184,0.0027894,0.0029306,0.0030502,0
5,72,15,551,00100111,0.538086,407,-531,1,1,0.0966445,0.0029936,0.0029509,0.0026306,0
4,347,15,841,01001001,0.821289,263,-531,1,1,0.0829931,0.002774,0.0022348,0.0026718,0
7,15,1,253,11111101,0.24707,514,-531,1,1,0.0791839,0.0017612,0.0026576,0.0029562,0
2,173,15,549,00100101,0.536133,429,-531,1,1,0.10911,0.0024278,0.0023414,0.0024724,0
6,330,1,65,01000001,0.0634766,520,-531,1,1,0.093926,0.002286,0.0023358,0.0026137,0
1,55,1,424,10101000,0.414062,128,-531,1,1,0.0782826,0.0027601,0.0024254,0.0022945,0
0,181,1,923,10011011,0.901367,365,-531,1,1,0.0785298,0.0025694,0.0020215,0.0022455,0
9,278,2,953,10111001,0.930664,375,-531,1,1,0.0996129,0.0026947,0.0026247,0.0023591,0
8,310,3,50,00110010,0.0488281,512,-531,1,1,0.0848321,0.0021168,0.0021624,0.0021157,0
5,212,1,476,11011100,0.464844,256,-531,1,1,0.0797017,0.0019131,0.0017645,0.0019421,0
4,317,1,60,00111100,0.0585938,256,-531,1,1,0.0837773,0.0020833,0.0020526,0.0021029,0
10,109,1,407,10010111,0.397461,473,-531,1,1,0.102605,0.0025716,0.0028716,0.0025294,0
7,15,2,263,00000111,0.256836,183,-531,1,1,0.0881063,0.0026039,0.0034208,0.0027299,0
3,209,1,769,00000001,0.750977,257,-531,1,1,0.1129,0.002086,0.002264,0.0027976,0
2,17,1,679,10100111,0.663086,279,-531,1,1,0.0803216,0.002395,0.0023661,0.0022417,0
6,330,2,785,00010001,0.766602,527,-531,1,1,0.0870148,0.0025017,0.0024947,0.0023124,0
0,181,2,629,01110101,0.614258,477,-531,1,1,0.0783687,0.002257,0.0022465,0.0021631,0
9,278,3,538,00011010,0.525391,512,-531,1,1,0.0903771,0.0035061,0.0022618,0.0021375,0
1,55,2,441,10111001,0.430664,137,-531,1,1,0.10254,0.0024196,0.0024991,0.0025416,0
8,310,4,110,01101110,0.107422,512,-531,1,1,0.0787136,0.0018952,0.0020674,0.0019573,0
4,317,2,453,11000101,0.442383,269,-531,1,1,0.0912874,0.004358,0.0038483,0.0022949,0
10,109,2,737,11100001,0.719727,289,-531,1,1,0.086459,0.0058255,0.0027901,0.0026228,0
5,212,2,848,01010000,0.828125,64,-531,1,1,0.113139,0.0039818,0.0024195,0.0026463,0
3,209,2,450,11000010,0.439453,512,-531,1,1,0.0983519,0.0023459,0.0024067,0.0020125,0
7,15,3,314,00111010,0.306641,512,-531,1,1,0.111839,0.0030149,0.0035882,0.0033031,0
2,17,2,158,10011110,0.154297,512,-531,1,1,0.104401,0.0029848,0.0027767,0.0023718,0
9,278,4,494,11101110,0.482422,512,-531,1,1,0.0855516,0.002316,0.0024171,0.0026582,0
0,181,3,639,01111111,0.624023,383,-531,1,1,0.09889,0.0024539,0.0022662,0.0023897,0
6,330,3,861,01011101,0.84082,245,-531,1,1,0.116359,0.0027101,0.003759,0.0045975,0
1,55,3,505,11111001,0.493164,513,-531,1,1,0.0938153,0.0029016,0.0045223,0.0031587,0
8,310,5,509,11111101,0.49707,171,-531,1,1,0.105808,0.0022941,0.0024512,0.0023318,0
4,317,3,394,10001010,0.384766,512,-531,1,1,0.0864131,0.0023914,0.0022244,0.00222,0
10,109,3,308,00110100,0.300781,256,-531,1,1,0.102496,0.0023714,0.0023276,0.0023506,0
7,15,4,532,00010100,0.519531,256,-531,1,1,0.0794934,0.0016499,0.0016872,0.0019225,0
3,209,3,23,00010111,0.0224609,89,-531,1,1,0.100491,0.0027913,0.0025672,0.0024236,0
5,212,3,624,01110000,0.609375,64,-531,1,1,0.104588,0.0025889,0.0029598,0.0021796,0
9,278,5,749,11101101,0.731445,283,-531,1,1,0.075372,0.0028854,0.0025192,0.0017261,0
2,17,3,551,00100111,0.538086,407,-531,1,1,0.0916501,0.0031704,0.0027402,0.0025256,0
6,330,4,291,00100011,0.28418,373,-531,1,1,0.0811666,0.0023882,0.0021875,0.0022068,0
4,317,4,351,01011111,0.342773,353,-531,1,1,0.0688455,0.0016857,0.0020071,0.0021784,0
0,181,4,92,01011100,0.0898438,256,-531,1,1,0.104463,0.0019037,0.0021009,0.0023002,0
1,55,4,654,10001110,0.638672,512,-531,1,1,0.0982486,0.0023363,0.0025164,0.0025553,0
8,310,6,449,11000001,0.438477,447,-531,1,1,0.100076,0.0019597,0.0023217,0.0023632,0
10,109,4,169,10101001,0.165039,103,-531,1,1,0.0810937,0.002532,0.0026466,0.0023722,0
7,15,5,196,11000100,0.191406,256,-531,1,1,0.0909243,0.001886,0.0017175,0.001767,0
5,212,4,523,00001011,0.510742,419,-531,1,1,0.0822203,0.0018684,0.0020347,0.0022058,0
3,209,4,675,10100011,0.65918,267,-531,1,1,0.0867928,0.0018836,0.0022438,0.0026117,0
6,330,5,83,01010011,0.0810547,37,-531,1,1,0.0808802,0.0021983,0.0022128,0.0022471,0
2,17,4,236,11101100,0.230469,256,-531,1,1,0.095042,0.0024775,0.0023849,0.0025322,0
9,278,6,727,11010111,0.709961,231,-531,1,1,0.109048,0.0027152,0.0021005,0.0016848,0
0,181,5,618,01101010,0.603516,512,-531,1,1,0.0888165,0.0024731,0.0029391,0.0026259,0
1,55,5,252,11111100,0.246094,256,-531,1,1,0.0849653,0.00318,0.0025523,0.0024703,0
4,317,5,394,10001010,0.384766,512,-531,1,1,0.104093,0.0037286,0.002773,0.0033799,0
8,310,7,975,11001111,0.952148,209,-531,1,1,0.0979803,0.0029165,0.0022266,0.0028696,0
10,109,5,760,11111000,0.742188,128,-531,1,1,0.0945073,0.0017214,0.0023538,0.002043,0
3,209,5,327,01000111,0.319336,119,-531,1,1,0.0812734,0.0035743,0.0034913,0.0023905,0
7,15,6,371,01110011,0.362305,69,-531,1,1,0.0929333,0.0027423,0.0030723,0.0030344,0
5,212,5,963,11000011,0.94043,235,-531,1,1,0.105352,0.0024591,0.0027672,0.0027776,0
6,330,6,865,01100001,0.844727,161,-531,1,1,0.0884042,0.0022533,0.0025912,0.0023558,0
2,17,5,399,10001111,0.389648,367,-531,1,1,0.0924412,0.0018235,0.0035213,0.0033371,0
9,278,7,445,10111101,0.43457,405,-531,1,1,0.0852482,0.0027104,0.0029774,0.003454,0
0,181,6,709,11000101,0.692383,530,-531,1,1,0.087101,0.0025722,0.0018937,0.0020552,0
4,317,6,708,11000100,0.691406,256,-531,1,1,0.0863867,0.0019296,0.0020668,0.0016905,0
1,55,6,302,00101110,0.294922,512,-531,1,1,0.110479,0.001746,0.0017515,0.0023091,0
10,109,6,865,01100001,0.844727,161,-531,1,1,0.0902555,0.001813,0.0018382,0.0015954,0
3,209,6,337,01010001,0.329102,79,-531,1,1,0.0876502,0.0022943,0.0022721,0.0024727,0
7,15,7,128,10000000,0.125,8,523,1,1,0.0853347,0.0020344,0.0019873,0.0021892,0
8,310,8,464,11010000,0.453125,64,-531,1,1,0.107049,0.0028106,0.0027939,0.0021286,0
2,17,6,794,00011010,0.775391,512,-531,1,1,0.0900094,0.0021495,0.0015803,0.0022566,0
6,330,7,521,00001001,0.508789,57,-531,1,1,0.101606,0.0024915,0.0027419,0.0027644,0
5,212,6,248,11111000,0.242188,128,-531,1,1,0.106762,0.0021919,0.0023019,0.0026278,0
4,317,7,940,10101100,0.917969,256,-531,1,1,0.0738865,0.002679,0.0035414,0.0021795,0
0,181,7,748,11101100,0.730469,256,-531,1,1,0.0892078,0.0030301,0.0028358,0.0026846,0
9,278,8,712,11001000,0.695312,128,-531,1,1,0.104609,0.0032038,0.002825,0.0036001,0
1,55,7,2,00000010,0.00195312,512,-531,1,1,0.0947863,0.0025457,0.0023027,0.0023653,0
3,209,7,288,00100000,0.28125,32,-531,1,1,0.0869518,0.002575,0.0026748,0.0026521,0
7,15,8,741,11100101,0.723633,275,-531,1,1,0.0841388,0.0031845,0.003688,0.0026683,0
10,109,7,63,00111111,0.0615234,65,-531,1,1,0.0958531,0.0028012,0.0029105,0.00305,0
8,310,9,504,11111000,0.492188,128,-531,1,1,0.0949871,0.0029397,0.0018844,0.0024849,0
2,17,7,938,10101010,0.916016,512,-531,1,1,0.0908126,0.0022088,0.0023006,0.0022456,0
4,317,8,275,00010011,0.268555,283,-531,1,1,0.0805445,0.0021831,0.0023445,0.0025993,0
6,330,8,630,01110110,0.615234,512,-531,1,1,0.100086,0.0031903,0.0030817,0.0026519,0
5,212,7,867,01100011,0.84668,437,-531,1,1,0.100133,0.0029433,0.0025892,0.0024947,0
9,278,9,390,10000110,0.380859,512,-531,1,1,0.0899551,0.0025809,0.0027979,0.0033413,0
0,181,8,987,11011011,0.963867,526,-531,1,1,0.0940167,0.004417,0.0037823,0.0026899,0
1,55,8,5,00000101,0.00488281,205,-531,1,1,0.090037,0.0017181,0.0022941,0.0024231,0
7,15,9,809,00101001,0.790039,281,-531,1,1,0.0850656,0.0021981,0.0022306,0.0024311,0
3,209,8,290,00100010,0.283203,512,-531,1,1,0.0983604,0.002611,0.0025961,0.0025215,0
10,109,8,471,11010111,0.459961,487,-531,1,1,0.10188,0.0025199,0.0026138,0.0024878,0
2,17,8,324,01000100,0.316406,256,-531,1,1,0.0795714,0.0023413,0.0024691,0.0025068,0
8,310,10,678,10100110,0.662109,512,-531,1,1,0.10168,0.0024638,0.0024051,0.0026917,0
4,317,9,292,00100100,0.285156,256,-531,1,1,0.0824741,0.0029498,0.0026365,0.0027983,0
0,181,9,22,00010110,0.0214844,512,-531,1,1,0.0796276,0.0020396,0.0024797,0.0023848,0
6,330,9,92,01011100,0.0898438,256,-531,1,1,0.0883539,0.0017088,0.0017439,0.0017383,0
9,278,10,430,10101110,0.419922,512,-531,1,1,0.0948768,0.0022148,0.0017513,0.0024319,0
5,212,8,158,10011110,0.154297,512,-531,1,1,0.104802,0.0026941,0.0026022,0.0023451,0
7,15,10,702,10111110,0.685547,512,-531,1,1,0.0794063,0.0021942,0.0021865,0.0021537,0
3,209,9,286,00011110,0.279297,512,-531,1,1,0.0898481,0.0023375,0.0023363,0.0023233,0
1,55,9,478,11011110,0.466797,512,-531,1,1,0.111647,0.0023494,0.0026276,0.00273,0
10,109,9,676,10100100,0.660156,256,-531,1,1,0.0880075,0.0024244,0.0024131,0.002344,0
8,310,11,531,00010011,0.518555,27,-531,1,1,0.0882134,0.0022858,0.0024621,0.0021946,0
2,17,9,630,01110110,0.615234,512,-531,1,1,0.0924666,0.0022552,0.0023365,0.002176,0
4,317,10,375,01110111,0.366211,527,-531,1,1,0.0957983,0.0028031,0.0024065,0.0019593,0
0,181,10,579,01000011,0.56543,405,-531,1,1,0.085913,0.0036229,0.002448,0.00262,0
6,330,10,440,10111000,0.429688,128,-531,1,1,0.0970696,0.0028812,0.0026638,0.0023652,0
7,15,11,975,11001111,0.952148,209,-531,1,1,0.077593,0.0022489,0.0018978,0.0018255,0
9,278,11,800,00100000,0.78125,32,-531,1,1,0.0988321,0.0025179,0.0027555,0.0024236,0
5,212,9,865,01100001,0.844727,161,-531,1,1,0.0943801,0.0029364,0.0027189,0.0028263,0
3,209,10,660,10010100,0.644531,256,-531,1,1,0.0852157,0.002221,0.0021454,0.0021154,0
1,55,10,91,01011011,0.0888672,529,-531,1,1,0.0895023,0.0017694,0.0015611,0.0025875,0
10,109,10,27,00011011,0.0263672,531,-531,1,1,0.0935965,0.0024551,0.0027327,0.002384,0
8,310,12,8,00001000,0.0078125,128,-531,1,1,0.0835046,0.0026412,0.0021123,0.0021205,0
4,317,11,150,10010110,0.146484,512,-531,1,1,0.0833529,0.0018013,0.0024025,0.0017329,0
0,181,11,850,01010010,0.830078,512,-531,1,1,0.0910502,0.0024078,0.0025032,0.0023318,0
2,17,10,3,00000011,0.00292969,341,-531,1,1,0.105089,0.0023922,0.0025247,0.0023301,0
7,15,12,446,10111110,0.435547,512,-531,1,1,0.0825694,0.0026725,0.0024739,0.0025538,0
9,278,12,349,01011101,0.34082,267,-531,1,1,0.0781437,0.0021411,0.0020119,0.0018711,0
6,330,11,350,01011110,0.341797,512,-531,1,1,0.0917959,0.0028149,0.0026428,0.0027097,0
5,212,10,726,11010110,0.708984,512,-531,1,1,0.0905168,0.0025808,0.0025867,0.0023951,0
3,209,11,380,01111100,0.371094,256,-531,1,1,0.0785407,0.0019762,0.0016757,0.0019512,0
1,55,11,504,11111000,0.492188,128,-531,1,1,0.0910501,0.0017061,0.0017056,0.0020952,0
10,109,11,258,00000010,0.251953,512,-531,1,1,0.0872905,0.0023138,0.0016588,0.0017978,0
4,317,12,792,00011000,0.773438,128,-531,1,1,0.0881502,0.0035612,0.0021191,0.0022532,0
8,310,13,224,11100000,0.21875,32,-531,1,1,0.0990233,0.0025765,0.0024158,0.002456,0
2,17,11,998,11100110,0.974609,512,-531,1,1,0.0815887,0.0025113,0.0024327,0.0023736,0
9,278,13,882,01110010,0.861328,512,-531,1,1,0.0718571,0.0025006,0.0020442,0.0023461,0
0,181,12,318,00111110,0.310547,512,-531,1,1,0.0983833,0.0017708,0.0016337,0.0015821,0
7,15,13,273,00010001,0.266602,529,-531,1,1,0.0964875,0.0025454,0.0024996,0.002562,0
6,330,12,3,00000011,0.00292969,341,-531,1,1,0.0967207,0.0026019,0.0025522,0.0026686,0
5,212,11,197,11000101,0.192383,525,-531,1,1,0.0988865,0.0024313,0.0024065,0.0023364,0
3,209,12,766,11111110,0.748047,512,-531,1,1,0.091531,0.0021665,0.0021211,0.00224,0
1,55,12,267,00001011,0.260742,349,-531,1,1,0.0850854,0.0024073,0.0023548,0.0024098,0
4,317,13,716,11001100,0.699219,256,-531,1,1,0.0754485,0.0018627,0.0019019,0.0021047,0
2,17,12,393,10001001,0.383789,185,-531,1,1,0.0725866,0.0019762,0.0024083,0.0026537,0
10,109,12,707,11000011,0.69043,533,-531,1,1,0.094288,0.0022153,0.0020592,0.0024868,0
8,310,14,599,01010111,0.584961,359,-531,1,1,0.0963915,0.0024253,0.0023233,0.0022347,0
9,278,14,341,01010101,0.333008,532,-531,1,1,0.092443,0.0022855,0.002479,0.0025383,0
0,181,13,78,01001110,0.0761719,512,-531,1,1,0.0932982,0.0024075,0.0017058,0.0016,0
7,15,14,101,01100101,0.0986328,365,-531,1,1,0.0851494,0.0022312,0.0022214,0.0025528,0
6,330,13,842,01001010,0.822266,512,-531,1,1,0.0908939,0.0018847,0.0022185,0.002447,0
3,209,13,293,00100101,0.286133,339,-531,1,1,0.0792575,0.0023235,0.0022217,0.0022479,0
4,317,14,859,01011011,0.838867,211,-531,1,1,0.0744739,0.0017868,0.0017398,0.0019081,0
1,55,13,475,11011011,0.463867,429,-531,1,1,0.084017,0.0022768,0.0023561,0.0025586,0
5,212,12,473,11011001,0.461914,407,-531,1,1,0.109846,0.0028411,0.0026061,0.0023295,0
8,310,15,697,10111001,0.680664,119,-531,1,1,0.0761921,0.0024312,0.002295,0.0023581,0
10,109,13,615,01100111,0.600586,343,-531,1,1,0.0953745,0.0027068,0.0026258,0.0027732,0
